user_id,genres
16969,"['fiction', 'fantasy', 'classics', 'science-fiction', 'thriller']"
16970,"['fiction', 'fantasy', 'science-fiction', 'horror', 'graphic-novels']"
16971,['fiction']
16972,"['fiction', 'classics', 'young-adult', 'historical-fiction', 'fantasy']"
16973,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
16974,"['fiction', 'classics', 'mystery', 'fantasy', 'crime']"
16975,"['fiction', 'fantasy', 'young-adult', 'classics', 'nonfiction']"
16976,"['fiction', 'young-adult', 'fantasy', 'romance', 'contemporary']"
16977,"['fiction', 'romance', 'chick-lit', 'mystery', 'contemporary']"
16978,"['fiction', 'classics', 'mystery', 'thriller', 'suspense']"
16979,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
16980,"['fiction', 'historical-fiction', 'classics', 'contemporary', 'young-adult']"
16981,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'contemporary']"
16982,"['fiction', 'fantasy', 'romance', 'paranormal', 'young-adult']"
16983,"['fiction', 'classics', 'historical-fiction', 'romance', 'contemporary']"
16984,"['romance', 'young-adult', 'fiction', 'fantasy', 'paranormal']"
16985,"['fiction', 'classics', 'fantasy', 'young-adult', 'poetry']"
16986,"['fiction', 'fantasy', 'young-adult', 'romance', 'paranormal']"
16987,"['fiction', 'fantasy', 'romance', 'classics', 'mystery']"
16988,"['fiction', 'romance', 'contemporary', 'nonfiction', 'historical-fiction']"
16989,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
16990,"['romance', 'fiction', 'contemporary', 'chick-lit', 'young-adult']"
16991,"['fiction', 'historical-fiction', 'romance', 'contemporary', 'mystery']"
16992,"['classics', 'fiction', 'poetry', 'contemporary', 'historical-fiction']"
16993,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
16994,"['fiction', 'mystery', 'fantasy', 'crime', 'thriller']"
16995,"['fiction', 'fantasy', 'romance', 'paranormal', 'young-adult']"
16996,"['romance', 'fiction', 'contemporary', 'young-adult', 'chick-lit']"
16997,"['fiction', 'fantasy', 'young-adult', 'romance', 'paranormal']"
16998,"['fiction', 'fantasy', 'nonfiction', 'classics', 'history']"
16999,"['fiction', 'fantasy', 'classics', 'science-fiction', 'young-adult']"
17000,"['fiction', 'classics', 'young-adult', 'fantasy', 'historical-fiction']"
17001,"['fiction', 'classics', 'nonfiction', 'contemporary', 'historical-fiction']"
17002,"['fiction', 'fantasy', 'young-adult', 'romance', 'contemporary']"
17003,"['fiction', 'young-adult', 'fantasy', 'classics', 'mystery']"
17004,"['fiction', 'fantasy', 'science-fiction', 'thriller', 'mystery']"
17005,"['fiction', 'chick-lit', 'contemporary', 'romance', 'historical-fiction']"
17006,"['fiction', 'fantasy', 'young-adult', 'romance', 'classics']"
17007,"['fiction', 'fantasy', 'science-fiction', 'classics', 'young-adult']"
17008,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'nonfiction']"
17009,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
17010,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
17011,"['fiction', 'young-adult', 'contemporary', 'romance', 'biography']"
17012,"['fiction', 'classics', 'fantasy', 'young-adult', 'poetry']"
17013,"['fiction', 'fantasy', 'young-adult', 'classics', 'romance']"
17014,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'nonfiction']"
17015,"['fiction', 'fantasy', 'young-adult', 'science-fiction']"
17016,"['fiction', 'classics', 'historical-fiction', 'romance', 'young-adult']"
17017,"['fiction', 'fantasy', 'young-adult', 'classics', 'contemporary']"
17018,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'young-adult']"
17019,"['fiction', 'fantasy', 'horror', 'thriller', 'mystery']"
17020,"['fiction', 'romance', 'fantasy', 'young-adult', 'mystery']"
17021,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'fantasy']"
17022,"['fiction', 'classics', 'historical-fiction', 'contemporary']"
17023,"['fiction', 'romance', 'fantasy', 'young-adult', 'paranormal']"
17024,"['fiction', 'mystery', 'crime', 'thriller', 'suspense']"
17025,"['fiction', 'fantasy', 'young-adult', 'romance', 'mystery']"
17026,"['fiction', 'classics', 'mystery', 'thriller', 'suspense']"
17027,"['fiction', 'young-adult', 'fantasy', 'mystery', 'science-fiction']"
17028,"['fiction', 'fantasy', 'young-adult', 'romance', 'classics']"
17029,"['fiction', 'fantasy', 'mystery', 'suspense', 'thriller']"
17030,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'romance']"
17031,"['fiction', 'classics', 'fantasy', 'young-adult', 'romance']"
17032,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'young-adult']"
17033,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'young-adult']"
17034,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance']"
17035,"['fiction', 'classics', 'fantasy', 'science-fiction', 'mystery']"
17036,"['fiction', 'contemporary', 'nonfiction', 'biography', 'classics']"
17037,"['fiction', 'fantasy', 'mystery', 'young-adult', 'classics']"
17038,"['fiction', 'young-adult', 'fantasy', 'romance', 'contemporary']"
17039,"['fiction', 'historical-fiction', 'contemporary', 'romance', 'mystery']"
17040,"['fiction', 'romance']"
17041,"['fiction', 'historical-fiction', 'classics', 'mystery', 'crime']"
17042,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
17043,"['fiction', 'classics', 'horror', 'contemporary', 'thriller']"
17044,"['fiction', 'contemporary', 'mystery', 'crime', 'thriller']"
17045,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
17046,"['fiction', 'classics', 'historical-fiction', 'philosophy', 'contemporary']"
17047,"['fiction', 'fantasy', 'science-fiction', 'young-adult', 'mystery']"
17048,"['fiction', 'romance', 'fantasy', 'paranormal', 'contemporary']"
17049,"['fiction', 'classics', 'historical-fiction', 'romance']"
17050,"['fiction', 'classics', 'contemporary', 'fantasy', 'chick-lit']"
17051,"['fiction', 'fantasy', 'young-adult', 'romance', 'classics']"
17052,"['fiction', 'contemporary', 'historical-fiction', 'nonfiction', 'biography']"
17053,"['fiction', 'historical-fiction', 'contemporary', 'classics', 'biography']"
17054,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'nonfiction']"
17055,"['fiction', 'romance', 'fantasy', 'paranormal', 'young-adult']"
17056,"['fiction', 'mystery', 'crime', 'thriller', 'suspense']"
17057,"['fiction', 'fantasy', 'classics', 'young-adult', 'romance']"
17058,['fiction']
17059,"['fiction', 'fantasy', 'young-adult', 'classics', 'romance']"
17060,"['fiction', 'fantasy', 'young-adult', 'science-fiction', 'romance']"
17061,"['fiction', 'young-adult', 'fantasy', 'classics', 'romance']"
17062,"['fiction', 'classics', 'fantasy', 'young-adult', 'science-fiction']"
17063,"['fiction', 'fantasy', 'young-adult', 'science-fiction']"
17064,"['fiction', 'fantasy', 'classics', 'historical-fiction', 'mystery']"
17065,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'contemporary']"
17066,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
17067,"['fiction', 'fantasy', 'classics', 'young-adult', 'historical-fiction']"
17068,"['romance', 'fiction', 'fantasy', 'paranormal', 'historical-fiction']"
17069,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'romance']"
17070,"['fiction', 'fantasy', 'classics', 'young-adult', 'contemporary']"
17071,"['fiction', 'fantasy', 'romance', 'paranormal', 'young-adult']"
17072,"['fiction', 'classics', 'romance', 'contemporary', 'young-adult']"
17073,"['fiction', 'fantasy', 'science-fiction', 'classics', 'thriller']"
17074,"['fiction', 'fantasy', 'classics', 'young-adult', 'poetry']"
17075,"['fiction', 'contemporary', 'romance', 'chick-lit', 'mystery']"
17076,"['fiction', 'historical-fiction', 'classics', 'romance', 'nonfiction']"
17077,"['fiction', 'young-adult', 'fantasy', 'romance', 'classics']"
17078,"['fiction', 'fantasy', 'romance', 'paranormal', 'young-adult']"
17079,"['fiction', 'fantasy', 'classics', 'young-adult', 'romance']"
17080,"['fiction', 'fantasy', 'science-fiction', 'young-adult', 'mystery']"
17081,"['fiction', 'classics', 'fantasy', 'young-adult', 'romance']"
17082,"['fiction', 'young-adult', 'fantasy', 'graphic-novels', 'comics']"
17083,"['fiction', 'young-adult', 'fantasy', 'romance', 'science-fiction']"
17084,"['fiction', 'historical-fiction', 'classics', 'romance', 'contemporary']"
17085,"['fiction', 'fantasy', 'classics', 'historical-fiction', 'comics']"
17086,"['fiction', 'fantasy', 'young-adult', 'science-fiction', 'classics']"
17087,"['fiction', 'mystery', 'crime', 'thriller', 'suspense']"
17088,"['fiction', 'young-adult', 'fantasy', 'classics', 'romance']"
17089,"['fiction', 'historical-fiction', 'romance', 'fantasy', 'classics']"
17090,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
17091,"['fiction', 'classics', 'historical-fiction', 'young-adult', 'fantasy']"
17092,"['fiction', 'fantasy', 'young-adult', 'science-fiction']"
17093,"['fiction', 'classics', 'fantasy', 'contemporary', 'historical-fiction']"
17094,"['fiction', 'fantasy', 'classics', 'horror', 'romance']"
17095,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
17096,"['fiction', 'fantasy', 'science-fiction', 'young-adult', 'classics']"
17097,"['fiction', 'classics', 'historical-fiction', 'mystery', 'thriller']"
17098,"['fiction', 'classics', 'historical-fiction', 'young-adult', 'christian']"
17099,"['classics', 'fiction', 'fantasy', 'young-adult', 'science-fiction']"
17100,"['young-adult', 'fiction', 'fantasy', 'romance', 'classics']"
17101,"['fiction', 'young-adult', 'historical-fiction', 'classics', 'contemporary']"
17102,"['fiction', 'fantasy', 'classics', 'young-adult', 'poetry']"
17103,"['fiction', 'fantasy', 'young-adult', 'classics', 'horror']"
17104,"['romance', 'fiction', 'young-adult', 'chick-lit', 'contemporary']"
17105,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'young-adult']"
17106,"['romance', 'fiction', 'contemporary', 'chick-lit', 'young-adult']"
17107,"['fiction', 'fantasy', 'romance', 'young-adult', 'paranormal']"
17108,"['fiction', 'classics', 'fantasy', 'young-adult', 'contemporary']"
17109,"['fiction', 'contemporary', 'mystery', 'historical-fiction', 'thriller']"
17110,"['fiction', 'classics', 'fantasy', 'contemporary', 'historical-fiction']"
17111,"['fiction', 'contemporary', 'romance', 'young-adult', 'chick-lit']"
17112,"['fiction', 'mystery', 'contemporary', 'romance', 'crime']"
17113,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'romance']"
17114,"['fiction', 'mystery', 'thriller', 'contemporary', 'fantasy']"
17115,"['fiction', 'historical-fiction', 'classics', 'romance', 'contemporary']"
17116,"['fiction', 'classics', 'young-adult', 'fantasy', 'mystery']"
17117,"['fiction', 'classics', 'fantasy', 'young-adult', 'contemporary']"
17118,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
17119,"['fiction', 'fantasy', 'classics', 'science-fiction', 'horror']"
17120,"['fiction', 'contemporary', 'young-adult', 'romance', 'fantasy']"
17121,"['fiction', 'contemporary', 'romance', 'chick-lit', 'young-adult']"
17122,"['classics', 'fiction']"
17123,"['fiction', 'fantasy', 'classics', 'young-adult', 'mystery']"
17124,"['nonfiction', 'fiction', 'self-help', 'business', 'fantasy']"
17125,"['fiction', 'fantasy', 'classics', 'young-adult', 'comics']"
17126,"['fiction', 'romance', 'fantasy', 'paranormal', 'mystery']"
17127,"['fiction', 'classics', 'young-adult', 'fantasy', 'historical-fiction']"
17128,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'contemporary']"
17129,"['fiction', 'classics', 'nonfiction', 'fantasy', 'christian']"
17130,"['fiction', 'mystery', 'crime', 'fantasy', 'classics']"
17131,"['fiction', 'classics', 'young-adult', 'fantasy', 'contemporary']"
17132,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'history']"
17133,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'romance']"
17134,"['fiction', 'young-adult', 'fantasy', 'classics', 'science-fiction']"
17135,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'fantasy']"
17136,"['fiction', 'fantasy', 'thriller', 'historical-fiction', 'mystery']"
17137,"['nonfiction', 'christian', 'religion', 'spirituality', 'fiction']"
17138,"['fiction', 'nonfiction', 'classics', 'contemporary', 'self-help']"
17139,"['fiction', 'fantasy', 'thriller', 'historical-fiction', 'mystery']"
17140,['fiction']
17141,"['fiction', 'classics', 'young-adult', 'contemporary', 'historical-fiction']"
17142,"['fiction', 'young-adult', 'fantasy', 'paranormal', 'romance']"
17143,"['fiction', 'historical-fiction', 'classics', 'romance', 'contemporary']"
17144,"['classics', 'nonfiction', 'fiction', 'history', 'historical-fiction']"
17145,"['fiction', 'contemporary', 'romance', 'chick-lit', 'historical-fiction']"
17146,"['fiction', 'classics', 'nonfiction', 'philosophy', 'self-help']"
17147,"['fiction', 'romance', 'mystery', 'contemporary', 'suspense']"
17148,"['fiction', 'fantasy', 'science-fiction', 'young-adult', 'comics']"
17149,"['fiction', 'fantasy', 'young-adult', 'thriller', 'crime']"
17150,"['fiction', 'fantasy', 'classics', 'young-adult', 'contemporary']"
17151,"['fiction', 'contemporary', 'mystery', 'thriller', 'classics']"
17152,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance']"
17153,"['fiction', 'fantasy', 'young-adult', 'science-fiction', 'classics']"
17154,"['fiction', 'romance', 'fantasy', 'young-adult', 'contemporary']"
17155,"['fiction', 'classics', 'historical-fiction', 'fantasy']"
17156,"['fiction', 'fantasy', 'romance', 'paranormal', 'young-adult']"
17157,"['romance', 'fiction', 'young-adult', 'fantasy', 'paranormal']"
17158,"['fiction', 'young-adult', 'fantasy', 'contemporary', 'classics']"
17159,"['fiction', 'young-adult', 'fantasy', 'historical-fiction', 'contemporary']"
17160,"['fiction', 'fantasy', 'science-fiction', 'comics', 'graphic-novels']"
17161,"['fiction', 'fantasy', 'young-adult', 'classics', 'romance']"
17162,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'romance']"
17163,"['fiction', 'young-adult']"
17164,"['fiction', 'romance', 'fantasy', 'young-adult', 'classics']"
17165,"['fiction', 'contemporary', 'romance', 'classics', 'young-adult']"
17166,"['fiction', 'mystery', 'contemporary', 'crime', 'thriller']"
17167,"['fiction', 'classics', 'historical-fiction', 'mystery', 'contemporary']"
17168,"['fiction', 'young-adult', 'classics', 'historical-fiction', 'contemporary']"
17169,"['fiction', 'fantasy', 'science-fiction', 'young-adult', 'classics']"
17170,"['fiction', 'classics', 'mystery', 'crime', 'thriller']"
17171,"['fiction', 'classics', 'nonfiction', 'philosophy', 'fantasy']"
17172,"['fiction', 'fantasy', 'science-fiction', 'classics', 'young-adult']"
17173,"['fiction', 'historical-fiction', 'classics']"
17174,"['fiction', 'classics', 'nonfiction', 'fantasy', 'poetry']"
17175,"['fiction', 'fantasy', 'nonfiction', 'young-adult', 'classics']"
17176,"['fiction', 'historical-fiction', 'romance', 'contemporary', 'fantasy']"
17177,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'romance']"
17178,"['romance', 'fiction', 'contemporary', 'chick-lit', 'fantasy']"
17179,"['fiction', 'young-adult', 'fantasy', 'mystery', 'classics']"
17180,"['fiction', 'young-adult', 'fantasy', 'classics', 'romance']"
17181,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'young-adult']"
17182,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
17183,"['fiction', 'fantasy', 'historical-fiction', 'science-fiction', 'young-adult']"
17184,"['fiction', 'classics', 'fantasy', 'young-adult', 'poetry']"
17185,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'romance']"
17186,"['fiction', 'classics', 'crime', 'mystery']"
17187,"['fiction', 'young-adult', 'fantasy', 'classics', 'mystery']"
17188,"['classics', 'fiction', 'historical-fiction', 'philosophy', 'romance']"
17189,"['fiction', 'romance', 'mystery', 'suspense', 'thriller']"
17190,"['fiction', 'fantasy', 'young-adult', 'romance', 'paranormal']"
17191,"['fiction', 'fantasy', 'classics', 'nonfiction', 'philosophy']"
17192,"['fiction', 'historical-fiction', 'contemporary']"
17193,"['fiction', 'young-adult', 'classics', 'fantasy', 'mystery']"
17194,"['fiction', 'classics', 'young-adult', 'historical-fiction', 'fantasy']"
17195,"['fiction', 'romance', 'mystery', 'crime', 'fantasy']"
17196,"['fiction', 'classics', 'contemporary', 'fantasy', 'historical-fiction']"
17197,"['fiction', 'contemporary', 'historical-fiction', 'romance', 'classics']"
17198,"['fiction', 'fantasy', 'young-adult', 'classics', 'contemporary']"
17199,"['fiction', 'classics', 'historical-fiction', 'romance', 'fantasy']"
17200,"['fiction', 'contemporary', 'young-adult', 'historical-fiction', 'classics']"
17201,"['fiction', 'classics', 'fantasy', 'romance', 'young-adult']"
17202,"['fiction', 'fantasy', 'romance', 'paranormal', 'classics']"
17203,"['fiction', 'fantasy', 'romance', 'young-adult', 'mystery']"
17204,"['fiction', 'classics', 'fantasy', 'young-adult', 'comics']"
17205,"['fiction', 'classics', 'fantasy', 'mystery', 'crime']"
17206,"['fiction', 'young-adult', 'fantasy', 'paranormal', 'romance']"
17207,"['fiction', 'fantasy', 'young-adult', 'classics', 'historical-fiction']"
17208,"['fiction', 'mystery', 'crime', 'thriller', 'suspense']"
17209,"['fiction', 'fantasy', 'young-adult', 'contemporary', 'romance']"
17210,"['fiction', 'classics', 'fantasy', 'christian', 'romance']"
17211,"['fiction', 'fantasy', 'classics', 'young-adult', 'historical-fiction']"
17212,"['fiction', 'fantasy', 'young-adult', 'romance', 'classics']"
17213,"['fiction', 'nonfiction', 'classics', 'history', 'biography']"
17214,"['fiction', 'thriller', 'fantasy', 'horror', 'classics']"
17215,"['fiction', 'fantasy', 'romance', 'young-adult', 'classics']"
17216,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
17217,"['fiction', 'fantasy', 'young-adult', 'science-fiction']"
17218,"['fiction', 'fantasy', 'classics', 'young-adult', 'historical-fiction']"
17219,"['fiction', 'contemporary', 'romance', 'chick-lit', 'young-adult']"
17220,"['fiction', 'mystery', 'crime', 'thriller', 'contemporary']"
17221,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
17222,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
17223,"['fiction', 'fantasy', 'science-fiction', 'thriller', 'young-adult']"
17224,"['fiction', 'young-adult', 'fantasy', 'classics', 'romance']"
17225,"['fiction', 'fantasy', 'contemporary', 'romance', 'historical-fiction']"
17226,"['fiction', 'fantasy', 'young-adult', 'mystery', 'classics']"
17227,"['fiction', 'fantasy', 'classics', 'young-adult', 'science-fiction']"
17228,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
17229,"['fiction', 'fantasy', 'classics', 'young-adult', 'historical-fiction']"
17230,"['fantasy', 'fiction', 'paranormal', 'romance', 'young-adult']"
17231,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
17232,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
17233,"['fiction', 'fantasy', 'young-adult', 'mystery', 'classics']"
17234,"['fiction', 'fantasy', 'classics', 'horror', 'thriller']"
17235,"['classics', 'fiction', 'historical-fiction', 'fantasy', 'young-adult']"
17236,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'romance']"
17237,"['fiction', 'young-adult', 'contemporary', 'romance', 'chick-lit']"
17238,"['young-adult', 'fiction', 'romance', 'fantasy', 'paranormal']"
17239,"['fiction', 'contemporary', 'classics', 'nonfiction', 'historical-fiction']"
17240,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
17241,"['fiction', 'young-adult', 'fantasy', 'romance', 'classics']"
17242,"['fiction', 'romance', 'fantasy', 'mystery', 'suspense']"
17243,"['classics', 'fiction', 'historical-fiction', 'philosophy', 'nonfiction']"
17244,"['fiction', 'classics', 'young-adult', 'fantasy', 'historical-fiction']"
17245,"['classics', 'fiction', 'historical-fiction', 'romance', 'nonfiction']"
17246,"['fiction', 'contemporary', 'romance', 'mystery', 'thriller']"
17247,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'nonfiction']"
17248,"['classics', 'fiction', 'nonfiction', 'philosophy', 'history']"
17249,"['fiction', 'young-adult', 'romance', 'contemporary', 'fantasy']"
17250,"['fiction', 'fantasy', 'young-adult', 'classics', 'romance']"
17251,"['fiction', 'fantasy', 'young-adult', 'classics', 'romance']"
17252,"['fiction', 'fantasy', 'science-fiction', 'mystery', 'paranormal']"
17253,"['fiction', 'young-adult', 'fantasy', 'contemporary', 'classics']"
17254,"['romance', 'paranormal', 'fantasy', 'fiction', 'horror']"
17255,"['fiction', 'fantasy', 'young-adult', 'classics', 'romance']"
17256,"['fiction', 'young-adult', 'romance', 'classics', 'contemporary']"
17257,"['fiction', 'classics', 'fantasy', 'romance', 'young-adult']"
17258,"['fiction', 'fantasy', 'science-fiction', 'classics', 'young-adult']"
17259,"['fiction', 'young-adult', 'fantasy', 'romance', 'classics']"
17260,"['fiction', 'romance', 'fantasy', 'paranormal', 'young-adult']"
17261,"['fiction', 'fantasy', 'young-adult', 'classics', 'romance']"
17262,"['fiction', 'fantasy', 'science-fiction', 'classics', 'young-adult']"
17263,"['fiction', 'fantasy', 'horror', 'graphic-novels', 'comics']"
17264,"['fiction', 'historical-fiction', 'contemporary', 'classics', 'nonfiction']"
17265,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
17266,"['fiction', 'romance', 'young-adult', 'comics', 'graphic-novels']"
17267,"['fiction', 'contemporary', 'romance', 'classics', 'historical-fiction']"
17268,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
17269,"['fiction', 'contemporary', 'chick-lit', 'romance', 'mystery']"
17270,"['fiction', 'young-adult', 'fantasy', 'romance', 'contemporary']"
17271,"['fiction', 'classics', 'young-adult', 'fantasy', 'poetry']"
17272,"['fiction', 'contemporary', 'mystery', 'historical-fiction', 'crime']"
17273,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'mystery']"
17274,"['fiction', 'classics', 'fantasy', 'contemporary', 'historical-fiction']"
17275,"['fiction', 'contemporary', 'mystery', 'romance', 'young-adult']"
17276,"['fantasy', 'young-adult', 'fiction', 'romance', 'paranormal']"
17277,"['fiction', 'fantasy', 'classics', 'science-fiction', 'young-adult']"
17278,"['fiction', 'classics', 'fantasy', 'poetry', 'young-adult']"
17279,"['fiction', 'contemporary', 'romance', 'chick-lit', 'young-adult']"
17280,"['fiction', 'fantasy', 'science-fiction', 'horror', 'thriller']"
17281,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
17282,"['fiction', 'classics', 'historical-fiction']"
17283,"['fiction', 'fantasy', 'science-fiction', 'classics', 'nonfiction']"
17284,"['fiction', 'fantasy', 'science-fiction', 'young-adult', 'classics']"
17285,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
17286,"['fiction', 'young-adult', 'fantasy', 'mystery']"
17288,"['fiction', 'historical-fiction', 'contemporary', 'romance', 'classics']"
17289,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance']"
17290,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
17291,"['fiction', 'fantasy', 'young-adult', 'classics', 'comics']"
17292,"['fiction', 'historical-fiction', 'contemporary', 'nonfiction', 'romance']"
17293,"['fiction', 'classics']"
17294,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'mystery']"
17295,"['fiction', 'fantasy', 'classics', 'science-fiction', 'young-adult']"
17296,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'philosophy']"
17297,"['fiction', 'mystery', 'crime', 'thriller', 'suspense']"
17298,"['fiction', 'classics', 'mystery', 'historical-fiction', 'thriller']"
17299,"['fiction', 'historical-fiction', 'classics', 'contemporary', 'romance']"
17300,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
17301,"['fiction', 'historical-fiction', 'contemporary', 'mystery', 'romance']"
17302,"['fiction', 'classics', 'fantasy', 'science-fiction', 'historical-fiction']"
17303,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
17304,"['fiction', 'young-adult', 'fantasy', 'contemporary', 'romance']"
17305,"['fiction', 'nonfiction', 'classics', 'biography', 'contemporary']"
17306,"['fiction', 'contemporary', 'romance', 'young-adult', 'fantasy']"
17307,"['fiction', 'historical-fiction', 'classics', 'romance', 'contemporary']"
17308,"['fiction', 'thriller', 'mystery', 'contemporary', 'horror']"
17309,"['fiction', 'fantasy', 'mystery', 'science-fiction', 'paranormal']"
17310,"['fiction', 'young-adult', 'classics', 'fantasy', 'historical-fiction']"
17311,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance']"
17312,"['fiction', 'fantasy', 'young-adult', 'romance', 'paranormal']"
17313,"['fiction', 'fantasy', 'young-adult', 'paranormal', 'romance']"
17314,"['nonfiction', 'classics', 'fiction', 'biography', 'historical-fiction']"
17315,"['fiction', 'contemporary', 'young-adult', 'classics', 'chick-lit']"
17316,"['fiction', 'classics', 'fantasy', 'nonfiction', 'historical-fiction']"
17317,"['fiction', 'fantasy', 'mystery', 'science-fiction', 'paranormal']"
17318,"['fiction', 'contemporary', 'mystery', 'romance', 'historical-fiction']"
17319,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'crime']"
17320,"['fiction', 'classics', 'fantasy', 'science-fiction', 'contemporary']"
17321,"['fiction', 'young-adult', 'classics', 'historical-fiction', 'romance']"
17322,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'thriller']"
17323,"['fiction', 'fantasy', 'science-fiction', 'horror', 'thriller']"
17324,"['fiction', 'contemporary', 'fantasy', 'historical-fiction', 'mystery']"
17325,"['fiction', 'romance', 'young-adult', 'historical-fiction', 'contemporary']"
17326,"['fiction', 'classics', 'historical-fiction', 'romance', 'poetry']"
17327,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
17328,"['fiction', 'contemporary', 'mystery', 'crime', 'thriller']"
17329,"['fiction', 'young-adult', 'fantasy', 'classics', 'historical-fiction']"
17330,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
17331,"['fiction', 'classics', 'contemporary', 'young-adult', 'fantasy']"
17332,"['fiction', 'classics', 'fantasy', 'young-adult', 'mystery']"
17333,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'science-fiction']"
17334,"['fiction', 'young-adult', 'romance', 'contemporary', 'chick-lit']"
17335,"['fiction', 'historical-fiction', 'mystery', 'contemporary', 'romance']"
17336,"['fiction', 'contemporary', 'historical-fiction', 'romance']"
17337,"['fiction', 'fantasy', 'classics', 'young-adult', 'romance']"
17338,"['nonfiction', 'history', 'philosophy', 'science', 'fiction']"
17339,"['fiction', 'young-adult', 'fantasy', 'mystery', 'science-fiction']"
17340,"['fiction', 'young-adult', 'fantasy', 'classics']"
17341,"['fiction', 'mystery', 'thriller', 'crime', 'contemporary']"
17342,"['fiction', 'fantasy', 'classics', 'young-adult', 'science-fiction']"
17343,"['fiction', 'historical-fiction', 'nonfiction', 'contemporary', 'biography']"
17344,"['fiction', 'young-adult', 'classics', 'historical-fiction', 'fantasy']"
17345,"['fiction', 'young-adult', 'fantasy', 'romance', 'classics']"
17346,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'romance']"
17347,"['fiction', 'fantasy', 'young-adult', 'mystery', 'romance']"
17348,"['fiction', 'classics', 'fantasy', 'romance', 'young-adult']"
17349,"['fiction', 'fantasy', 'science-fiction', 'classics', 'contemporary']"
17350,"['fiction', 'classics', 'fantasy', 'science-fiction', 'mystery']"
17351,"['fiction', 'fantasy', 'science-fiction', 'young-adult']"
17352,"['fiction', 'fantasy', 'paranormal', 'mystery', 'science-fiction']"
17353,"['fiction', 'romance', 'chick-lit', 'contemporary', 'young-adult']"
