book_id,genres
1220,"['fiction', 'contemporary', 'romance']"
1221,"['fiction', 'chick-lit', 'young-adult', 'romance', 'contemporary']"
1222,"['classics', 'fiction', 'fantasy', 'young-adult']"
1223,"['science-fiction', 'fiction', 'classics', 'fantasy']"
1225,"['fiction', 'young-adult', 'fantasy', 'mystery']"
1226,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1227,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1228,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1229,"['fiction', 'fantasy', 'classics']"
1230,"['fantasy', 'fiction']"
1231,"['historical-fiction', 'fiction', 'romance', 'art']"
1232,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1233,"['fiction', 'young-adult', 'fantasy', 'mystery']"
1234,"['nonfiction', 'psychology', 'biography', 'memoir', 'classics', 'science']"
1235,"['science', 'nonfiction', 'history', 'philosophy', 'classics']"
1236,"['fiction', 'horror', 'contemporary', 'thriller', 'mystery']"
1237,"['fiction', 'romance', 'historical-fiction', 'chick-lit', 'contemporary']"
1238,"['fiction', 'historical-fiction', 'contemporary']"
1239,"['fiction', 'classics']"
1240,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction']"
1241,"['history', 'nonfiction', 'biography']"
1242,"['fiction', 'historical-fiction', 'contemporary']"
1243,"['fantasy', 'young-adult', 'fiction']"
1244,"['young-adult', 'contemporary', 'fiction']"
1245,"['fiction', 'thriller', 'mystery', 'crime', 'suspense']"
1246,"['fantasy', 'fiction']"
1247,"['horror', 'fiction', 'classics', 'thriller', 'mystery', 'fantasy', 'paranormal', 'suspense']"
1248,"['horror', 'fantasy', 'fiction', 'thriller', 'mystery', 'paranormal', 'science-fiction']"
1249,"['fantasy', 'fiction']"
1250,"['fiction', 'classics', 'travel', 'philosophy', 'spirituality']"
1251,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1252,"['nonfiction', 'history', 'travel']"
1253,"['classics', 'fantasy', 'fiction', 'young-adult']"
1255,"['fiction', 'young-adult', 'classics', 'contemporary', 'poetry']"
1256,"['historical-fiction', 'fiction']"
1257,"['paranormal', 'romance', 'fantasy', 'fiction']"
1258,"['fiction', 'fantasy', 'classics', 'young-adult']"
1259,"['fantasy', 'young-adult', 'fiction']"
1260,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
1261,"['fantasy', 'fiction', 'horror', 'young-adult', 'thriller']"
1262,"['science-fiction', 'fiction', 'fantasy', 'classics']"
1263,"['science-fiction', 'fiction', 'mystery', 'fantasy', 'horror']"
1264,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']"
1265,"['graphic-novels', 'comics', 'nonfiction', 'history', 'memoir', 'biography']"
1266,"['fiction', 'classics']"
1267,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1268,"['chick-lit', 'fiction', 'romance', 'contemporary']"
1269,"['nonfiction', 'science', 'history', 'horror', 'thriller']"
1270,"['fiction', 'contemporary', 'romance']"
1271,"['fiction', 'historical-fiction']"
1272,"['nonfiction', 'self-help']"
1273,"['fantasy', 'paranormal', 'fiction', 'romance']"
1274,"['classics', 'poetry', 'fiction', 'fantasy']"
1275,"['historical-fiction', 'romance', 'fiction', 'fantasy']"
1276,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1277,"['christian', 'nonfiction', 'religion', 'spirituality', 'history']"
1278,"['fantasy', 'fiction']"
1279,"['young-adult', 'fiction', 'mystery', 'contemporary']"
1280,"['classics', 'poetry', 'fiction', 'fantasy']"
1281,"['fiction', 'contemporary', 'romance']"
1282,"['fiction', 'contemporary', 'fantasy']"
1284,"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']"
1285,"['romance', 'young-adult', 'contemporary', 'fiction']"
1286,"['fantasy', 'young-adult', 'fiction']"
1287,"['fiction', 'classics', 'mystery']"
1288,"['horror', 'fiction', 'thriller', 'science-fiction', 'fantasy', 'suspense']"
1289,"['fiction', 'young-adult', 'fantasy', 'mystery']"
1290,"['young-adult', 'fiction', 'fantasy', 'science-fiction', 'classics']"
1291,"['romance', 'paranormal', 'fantasy', 'fiction']"
1292,"['horror', 'fiction', 'fantasy', 'paranormal', 'thriller', 'classics', 'suspense']"
1294,"['nonfiction', 'religion', 'philosophy', 'science', 'history']"
1295,"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']"
1296,"['fiction', 'thriller', 'science-fiction', 'mystery', 'suspense']"
1297,"['young-adult', 'romance', 'contemporary', 'fiction', 'chick-lit']"
1298,"['fantasy', 'young-adult', 'fiction']"
1299,"['fiction', 'contemporary', 'classics']"
1300,"['historical-fiction', 'fiction']"
1301,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
1302,"['young-adult', 'science-fiction', 'romance', 'fantasy', 'fiction', 'mystery']"
1303,"['psychology', 'nonfiction', 'self-help', 'spirituality', 'philosophy', 'religion', 'classics']"
1304,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1305,"['fiction', 'mystery', 'classics', 'young-adult']"
1306,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'contemporary']"
1307,"['nonfiction', 'memoir', 'biography']"
1308,"['fantasy', 'romance', 'young-adult', 'fiction', 'paranormal']"
1309,"['music', 'biography', 'nonfiction', 'memoir', 'history']"
1310,"['fiction', 'contemporary']"
1311,"['fiction', 'chick-lit', 'mystery', 'contemporary', 'romance']"
1312,"['fiction', 'classics', 'contemporary', 'science-fiction']"
1313,"['history', 'nonfiction', 'biography']"
1314,"['science', 'nonfiction', 'classics', 'philosophy', 'history']"
1315,"['graphic-novels', 'comics', 'fiction', 'young-adult', 'romance', 'religion', 'contemporary']"
1316,"['fiction', 'contemporary']"
1317,"['fiction', 'mystery', 'historical-fiction', 'contemporary']"
1319,"['fiction', 'historical-fiction', 'classics', 'contemporary']"
1320,"['classics', 'mystery', 'fiction', 'crime', 'thriller']"
1321,"['manga', 'fantasy', 'comics', 'graphic-novels', 'fiction', 'young-adult']"
1322,"['fantasy', 'classics', 'fiction', 'young-adult']"
1323,"['fantasy', 'young-adult', 'fiction']"
1324,"['historical-fiction', 'young-adult', 'fiction']"
1326,"['nonfiction', 'history']"
1327,"['classics', 'fiction', 'fantasy', 'young-adult']"
1328,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
1329,"['poetry', 'classics', 'fiction']"
1330,"['self-help', 'nonfiction', 'psychology', 'philosophy', 'business', 'spirituality']"
1332,"['science-fiction', 'fiction', 'fantasy', 'classics']"
1333,"['biography', 'history', 'nonfiction', 'business']"
1334,"['fiction', 'historical-fiction', 'contemporary', 'fantasy']"
1335,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']"
1336,"['paranormal', 'romance', 'fantasy', 'fiction']"
1337,"['fantasy', 'fiction', 'science-fiction']"
1338,"['religion', 'nonfiction', 'spirituality', 'history', 'classics', 'christian']"
1339,"['horror', 'fiction', 'thriller', 'fantasy', 'science-fiction', 'paranormal', 'mystery']"
1340,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1341,"['science-fiction', 'fantasy', 'fiction', 'young-adult']"
1342,"['fantasy', 'fiction', 'science-fiction']"
1343,"['fantasy', 'fiction', 'science-fiction']"
1344,"['nonfiction', 'psychology', 'business', 'science', 'self-help']"
1345,"['thriller', 'mystery', 'fiction', 'crime', 'suspense', 'contemporary', 'horror']"
1346,"['fantasy', 'fiction']"
1347,"['horror', 'fiction', 'thriller', 'mystery', 'fantasy', 'science-fiction', 'paranormal']"
1348,"['fiction', 'classics', 'poetry', 'fantasy']"
1349,"['sports', 'nonfiction', 'biography', 'business', 'memoir']"
1350,"['fantasy', 'young-adult', 'fiction']"
1351,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance', 'thriller']"
1352,"['manga', 'fantasy', 'graphic-novels', 'comics', 'young-adult', 'fiction', 'historical-fiction', 'horror', 'paranormal']"
1353,"['fantasy', 'young-adult', 'science-fiction', 'romance', 'fiction']"
1354,"['classics', 'horror', 'fiction', 'science-fiction', 'fantasy', 'mystery']"
1355,"['young-adult', 'fantasy', 'fiction', 'science-fiction', 'romance']"
1356,"['fantasy', 'fiction']"
1357,"['classics', 'fiction', 'christian', 'religion', 'fantasy']"
1358,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
1359,"['fantasy', 'young-adult', 'fiction']"
1360,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'suspense', 'paranormal']"
1361,"['historical-fiction', 'fiction', 'mystery', 'romance']"
1362,"['fantasy', 'fiction']"
1363,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1364,"['classics', 'fiction', 'philosophy']"
1365,"['fiction', 'classics', 'historical-fiction']"
1366,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'romance']"
1367,"['fantasy', 'classics', 'fiction', 'historical-fiction', 'young-adult']"
1368,"['fantasy', 'fiction', 'religion', 'science-fiction']"
1369,"['historical-fiction', 'young-adult', 'fiction', 'classics']"
1370,"['graphic-novels', 'memoir', 'comics', 'nonfiction', 'biography']"
1371,"['nonfiction', 'psychology', 'business', 'science', 'self-help']"
1372,"['fiction', 'horror', 'mystery', 'fantasy', 'psychology', 'crime', 'thriller', 'suspense']"
1373,"['fantasy', 'fiction', 'young-adult', 'classics']"
1374,"['fantasy', 'fiction']"
1375,"['young-adult', 'contemporary', 'fiction']"
1376,"['fiction', 'graphic-novels', 'young-adult', 'comics']"
1377,"['mystery', 'fiction', 'chick-lit', 'crime']"
1378,"['nonfiction', 'history', 'biography']"
1379,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
1380,"['graphic-novels', 'comics', 'nonfiction', 'history', 'biography', 'memoir']"
1381,"['fantasy', 'fiction', 'mystery', 'science-fiction']"
1382,"['horror', 'fantasy', 'graphic-novels', 'fiction', 'comics', 'paranormal']"
1383,"['fiction', 'young-adult', 'fantasy']"
1384,"['nonfiction', 'philosophy', 'spirituality', 'self-help', 'psychology', 'religion', 'biography']"
1385,"['fiction', 'fantasy', 'science-fiction', 'contemporary', 'mystery']"
1386,"['fiction', 'contemporary', 'chick-lit', 'suspense']"
1387,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1388,"['fiction', 'thriller', 'mystery', 'crime', 'suspense']"
1389,"['fiction', 'horror', 'contemporary', 'thriller', 'mystery', 'suspense']"
1390,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1391,"['fantasy', 'young-adult', 'fiction']"
1392,"['nonfiction', 'music', 'memoir']"
1393,"['classics', 'fiction', 'historical-fiction']"
1394,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1395,"['historical-fiction', 'fiction', 'mystery', 'fantasy']"
1396,"['fantasy', 'fiction', 'young-adult']"
1397,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
1398,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'romance']"
1399,"['fantasy', 'young-adult', 'fiction']"
1400,"['fantasy', 'fiction', 'romance', 'paranormal', 'historical-fiction']"
1401,"['nonfiction', 'self-help', 'art', 'spirituality', 'psychology', 'philosophy']"
1402,"['fiction', 'fantasy', 'classics']"
1403,"['horror', 'fiction', 'fantasy', 'thriller', 'mystery', 'paranormal']"
1404,"['history', 'biography', 'nonfiction']"
1405,"['fiction', 'science-fiction', 'fantasy']"
1406,"['historical-fiction', 'fiction', 'chick-lit', 'contemporary', 'romance']"
1407,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
1408,"['nonfiction', 'history', 'biography', 'memoir']"
1409,"['fiction', 'romance', 'contemporary', 'young-adult']"
1410,"['mystery', 'fiction', 'classics', 'crime', 'thriller']"
1411,"['fiction', 'classics', 'historical-fiction']"
1412,"['fantasy', 'fiction']"
1413,"['young-adult', 'romance', 'fantasy', 'science-fiction', 'fiction', 'paranormal']"
1414,"['romance', 'fiction', 'chick-lit', 'contemporary', 'mystery']"
1415,"['business', 'nonfiction', 'self-help']"
1416,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1417,"['chick-lit', 'fiction', 'romance', 'contemporary']"
1418,"['fantasy', 'fiction', 'young-adult']"
1419,"['horror', 'graphic-novels', 'comics', 'fiction', 'fantasy', 'science-fiction', 'thriller']"
1420,"['history', 'nonfiction']"
1421,"['fiction', 'contemporary']"
1422,"['graphic-novels', 'comics', 'fantasy', 'fiction', 'young-adult']"
1423,"['horror', 'fiction', 'thriller', 'fantasy', 'suspense', 'paranormal', 'mystery']"
1424,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
1425,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1426,"['fiction', 'contemporary', 'chick-lit', 'religion', 'romance']"
1427,"['horror', 'fiction', 'thriller', 'paranormal', 'fantasy', 'mystery']"
1428,"['fiction', 'graphic-novels', 'young-adult', 'comics']"
1429,"['fantasy', 'fiction']"
1430,"['chick-lit', 'fiction', 'romance', 'contemporary']"
1431,"['fantasy', 'fiction', 'young-adult', 'classics']"
1432,"['philosophy', 'nonfiction', 'classics', 'history']"
1433,"['mystery', 'thriller', 'fiction', 'suspense', 'crime', 'contemporary']"
1434,"['classics', 'fiction', 'historical-fiction']"
1435,"['fiction', 'classics', 'historical-fiction']"
1436,"['chick-lit', 'fiction', 'romance', 'contemporary']"
1437,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
1438,"['christian', 'nonfiction', 'religion', 'spirituality']"
1439,"['fiction', 'young-adult', 'science-fiction', 'fantasy']"
1440,"['nonfiction', 'religion', 'spirituality', 'memoir', 'biography', 'christian', 'contemporary']"
1441,"['nonfiction', 'memoir', 'biography', 'travel', 'cookbooks']"
1442,"['fiction', 'romance', 'contemporary', 'chick-lit']"
1444,"['fiction', 'classics', 'contemporary', 'poetry']"
1445,"['young-adult', 'romance', 'fiction', 'contemporary']"
1446,"['psychology', 'nonfiction', 'self-help', 'business', 'science']"
1447,"['classics', 'fiction']"
1448,"['horror', 'thriller', 'mystery', 'fiction', 'science-fiction', 'suspense', 'crime', 'fantasy']"
1449,"['travel', 'nonfiction', 'memoir', 'biography', 'history']"
1450,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1451,"['graphic-novels', 'comics', 'horror', 'fiction', 'fantasy']"
1452,"['fantasy', 'young-adult', 'fiction', 'romance']"
1453,"['young-adult', 'romance', 'contemporary', 'fiction']"
1454,"['classics', 'fiction', 'romance']"
1455,"['fiction', 'contemporary']"
1456,"['fantasy', 'young-adult', 'fiction']"
1457,"['chick-lit', 'fiction', 'romance', 'contemporary']"
1458,"['fiction', 'historical-fiction', 'romance', 'classics']"
1459,"['romance', 'fiction', 'chick-lit', 'contemporary']"
1460,"['travel', 'nonfiction', 'memoir', 'history', 'biography']"
1461,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction']"
1462,"['fiction', 'historical-fiction', 'contemporary']"
1463,"['fantasy', 'fiction', 'young-adult']"
1464,"['graphic-novels', 'nonfiction', 'comics', 'memoir', 'biography', 'history']"
1465,"['fiction', 'classics', 'historical-fiction', 'young-adult', 'religion']"
1466,"['historical-fiction', 'fiction', 'art', 'classics']"
1468,"['romance', 'chick-lit', 'contemporary', 'fiction', 'young-adult']"
1470,"['romance', 'contemporary', 'fiction']"
1471,"['fiction', 'contemporary', 'fantasy', 'young-adult']"
1472,"['fantasy', 'young-adult', 'romance', 'fiction']"
1473,"['paranormal', 'romance', 'fantasy', 'fiction']"
1474,"['fantasy', 'historical-fiction', 'fiction']"
1475,"['romance', 'fiction']"
1476,"['fiction', 'young-adult', 'fantasy', 'mystery']"
1477,"['classics', 'fiction', 'historical-fiction', 'mystery']"
1478,"['fiction', 'classics']"
1479,"['fantasy', 'fiction', 'young-adult']"
1480,"['fantasy', 'young-adult', 'fiction']"
1481,"['fiction', 'fantasy', 'paranormal', 'mystery', 'contemporary']"
1483,"['paranormal', 'romance', 'fantasy', 'fiction']"
1484,"['science-fiction', 'fiction', 'fantasy', 'horror']"
1485,"['mystery', 'fiction', 'crime', 'historical-fiction', 'thriller']"
1486,"['classics', 'fantasy', 'fiction', 'young-adult']"
1487,"['nonfiction', 'history', 'biography', 'memoir']"
1488,"['fiction', 'classics', 'poetry', 'fantasy']"
1489,"['classics', 'historical-fiction', 'fiction', 'young-adult']"
1490,"['fiction', 'thriller', 'horror', 'mystery', 'crime', 'suspense']"
1491,"['horror', 'fiction', 'fantasy', 'science-fiction', 'thriller', 'paranormal']"
1492,"['poetry', 'classics', 'fiction']"
1493,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
1494,"['nonfiction', 'biography', 'memoir']"
1495,"['nonfiction', 'art', 'memoir', 'psychology', 'biography', 'self-help']"
1496,"['fantasy', 'fiction']"
1497,"['fantasy', 'classics', 'fiction', 'young-adult']"
1498,"['horror', 'fiction', 'fantasy', 'thriller', 'suspense', 'mystery', 'historical-fiction']"
1500,"['fiction', 'fantasy', 'contemporary', 'mystery']"
1501,"['historical-fiction', 'fiction', 'romance', 'chick-lit']"
1502,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
1503,"['fiction', 'fantasy', 'contemporary', 'classics']"
1504,"['fantasy', 'young-adult', 'fiction']"
1505,"['young-adult', 'fantasy', 'science-fiction', 'romance', 'paranormal', 'fiction']"
1506,"['fiction', 'philosophy', 'contemporary', 'romance', 'spirituality']"
1507,"['self-help', 'nonfiction', 'psychology', 'business', 'philosophy', 'spirituality', 'religion']"
1509,"['classics', 'fiction', 'historical-fiction']"
1510,"['manga', 'fantasy', 'graphic-novels', 'comics', 'young-adult', 'fiction']"
1511,"['fantasy', 'fiction']"
1512,"['nonfiction', 'history', 'biography', 'classics', 'memoir']"
1513,"['paranormal', 'romance', 'fantasy', 'fiction']"
1514,"['nonfiction', 'history', 'biography']"
1515,"['nonfiction', 'memoir', 'biography', 'religion']"
1516,"['nonfiction', 'business', 'philosophy', 'science', 'psychology', 'history']"
1517,"['horror', 'fiction', 'fantasy', 'science-fiction', 'thriller']"
1518,"['fiction', 'classics', 'historical-fiction']"
1519,"['science-fiction', 'fiction', 'fantasy']"
1520,"['science-fiction', 'fiction', 'classics', 'fantasy', 'religion']"
1521,"['classics', 'fiction']"
1522,"['fiction', 'historical-fiction', 'romance']"
1523,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal']"
1524,"['nonfiction', 'memoir', 'biography', 'history']"
1525,"['fantasy', 'fiction']"
1526,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
1527,"['nonfiction', 'science', 'comics']"
1528,"['fantasy', 'fiction']"
1530,"['fantasy', 'young-adult', 'fiction', 'science-fiction', 'classics']"
1531,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
1532,"['fiction', 'contemporary', 'chick-lit', 'romance']"
1533,"['horror', 'fantasy', 'fiction', 'paranormal']"
1534,"['thriller', 'fiction', 'mystery', 'suspense', 'crime']"
1535,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance']"
1536,"['fantasy', 'fiction', 'romance']"
1537,"['historical-fiction', 'fiction', 'romance', 'chick-lit']"
1538,"['fiction', 'contemporary', 'historical-fiction']"
1539,"['historical-fiction', 'fiction']"
1540,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1541,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
1542,"['romance', 'contemporary', 'chick-lit', 'young-adult', 'fiction']"
1543,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
1544,"['fiction', 'contemporary', 'classics']"
1545,"['classics', 'fiction', 'fantasy', 'young-adult']"
1546,"['fantasy', 'fiction']"
1547,"['fiction', 'romance', 'chick-lit', 'contemporary']"
1549,"['fiction', 'young-adult', 'fantasy', 'mystery']"
1550,"['young-adult', 'mystery', 'contemporary', 'romance', 'fiction', 'chick-lit', 'crime']"
1551,"['thriller', 'fiction', 'mystery', 'suspense', 'crime']"
1552,"['historical-fiction', 'fiction', 'classics']"
1553,"['paranormal', 'fantasy', 'horror', 'romance', 'fiction', 'mystery']"
1554,"['fantasy', 'young-adult', 'fiction']"
1555,"['classics', 'science-fiction', 'fiction', 'horror', 'fantasy']"
1556,"['young-adult', 'paranormal', 'romance', 'fantasy', 'science-fiction']"
1557,"['nonfiction', 'biography', 'history', 'memoir', 'contemporary']"
1558,"['young-adult', 'fiction', 'contemporary']"
1559,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
1560,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
1561,"['classics', 'fiction', 'historical-fiction', 'romance']"
1562,"['romance', 'contemporary', 'fiction', 'young-adult', 'chick-lit']"
1564,"['fiction', 'thriller', 'mystery', 'suspense', 'science-fiction', 'crime']"
1566,"['classics', 'fiction', 'romance', 'historical-fiction']"
1567,"['fiction', 'contemporary']"
1568,"['romance', 'contemporary', 'fiction', 'chick-lit', 'young-adult']"
1569,"['classics', 'fiction', 'romance', 'young-adult']"
1570,"['nonfiction', 'history', 'classics', 'biography', 'memoir']"
1571,"['fiction', 'classics', 'contemporary', 'thriller', 'science-fiction']"
1572,"['graphic-novels', 'comics', 'fantasy', 'fiction', 'horror']"
1573,"['fiction', 'mystery', 'historical-fiction', 'thriller', 'suspense']"
1574,"['science-fiction', 'fiction', 'fantasy', 'classics']"
1575,"['young-adult', 'romance', 'contemporary', 'fiction']"
1576,"['horror', 'fiction', 'thriller', 'mystery', 'suspense', 'fantasy', 'crime']"
1577,"['nonfiction', 'science', 'philosophy', 'psychology', 'memoir']"
1578,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'crime']"
1580,"['classics', 'fiction']"
1581,"['historical-fiction', 'fiction', 'classics', 'travel']"
1582,"['fiction', 'classics', 'historical-fiction', 'contemporary']"
1583,"['young-adult', 'romance', 'contemporary', 'fiction', 'music', 'chick-lit']"
1585,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
1586,"['fiction', 'travel', 'thriller', 'contemporary', 'classics']"
1587,"['fiction', 'historical-fiction', 'chick-lit', 'young-adult']"
1588,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery']"
1589,"['horror', 'fiction', 'fantasy', 'thriller']"
1590,"['fiction', 'classics', 'young-adult']"
1591,"['fantasy', 'fiction', 'young-adult', 'classics', 'science-fiction']"
1592,"['fiction', 'thriller', 'mystery', 'science-fiction', 'suspense']"
1593,"['fantasy', 'fiction', 'science-fiction', 'young-adult']"
1594,"['romance', 'chick-lit', 'contemporary', 'fiction']"
1595,"['biography', 'nonfiction', 'history', 'memoir']"
1597,"['fiction', 'historical-fiction', 'classics', 'young-adult']"
1598,"['mystery', 'fiction', 'classics', 'crime', 'thriller']"
1599,"['fiction', 'chick-lit', 'romance', 'contemporary']"
1600,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
1601,"['psychology', 'nonfiction', 'self-help', 'business', 'science']"
1602,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1603,"['classics', 'fiction', 'young-adult']"
1604,"['young-adult', 'poetry', 'fiction', 'contemporary', 'romance']"
1605,"['classics', 'historical-fiction', 'fiction', 'romance']"
1606,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1607,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
1608,"['young-adult', 'paranormal', 'fantasy', 'romance']"
1609,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
1610,"['historical-fiction', 'fiction', 'romance', 'chick-lit']"
1611,"['fantasy', 'young-adult', 'fiction']"
1612,"['romance', 'fiction', 'contemporary', 'chick-lit', 'paranormal']"
1613,"['nonfiction', 'memoir', 'biography', 'sports']"
1614,"['young-adult', 'romance', 'contemporary', 'fiction', 'chick-lit']"
1615,"['biography', 'nonfiction', 'sports', 'memoir']"
1616,"['young-adult', 'fiction', 'mystery', 'thriller']"
1617,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
1618,"['historical-fiction', 'christian', 'fiction', 'romance', 'religion']"
1619,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
1620,"['science-fiction', 'fiction', 'classics', 'thriller', 'mystery', 'crime']"
1621,"['nonfiction', 'business', 'psychology', 'self-help', 'science']"
1622,"['classics', 'fiction', 'fantasy', 'historical-fiction', 'science-fiction']"
1623,"['comics', 'graphic-novels', 'fiction', 'mystery', 'crime']"
1624,"['philosophy', 'fiction', 'classics']"
1625,"['christian', 'nonfiction', 'religion', 'spirituality', 'self-help']"
1626,"['fantasy', 'young-adult', 'fiction']"
1627,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1628,"['science-fiction', 'fiction', 'fantasy', 'young-adult']"
1629,"['fantasy', 'fiction', 'young-adult', 'classics', 'science-fiction']"
1630,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1631,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction']"
1633,"['horror', 'fantasy', 'fiction', 'paranormal']"
1634,"['fantasy', 'young-adult', 'fiction']"
1635,"['fiction', 'fantasy']"
1636,"['fantasy', 'paranormal', 'romance', 'fiction']"
1637,"['young-adult', 'horror', 'paranormal', 'fantasy', 'romance', 'fiction', 'mystery']"
1638,"['fantasy', 'fiction', 'romance']"
1639,"['historical-fiction', 'young-adult', 'fiction', 'classics']"
1640,"['fiction', 'historical-fiction', 'mystery', 'romance', 'suspense']"
1641,"['horror', 'fantasy', 'fiction', 'classics', 'science-fiction', 'young-adult', 'mystery']"
1642,"['fiction', 'classics', 'historical-fiction']"
1643,"['fiction', 'thriller', 'suspense', 'mystery', 'historical-fiction']"
1644,"['fiction', 'historical-fiction', 'contemporary']"
1645,"['fiction', 'science-fiction', 'horror', 'contemporary', 'thriller']"
1646,"['science-fiction', 'fiction', 'fantasy', 'young-adult']"
1647,"['fiction', 'crime', 'thriller', 'contemporary', 'fantasy']"
1648,"['fiction', 'classics', 'young-adult']"
1649,"['fiction', 'chick-lit', 'romance', 'contemporary']"
1650,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
1651,"['young-adult', 'fantasy', 'romance', 'science-fiction', 'paranormal', 'fiction']"
1652,"['young-adult', 'romance', 'mystery', 'contemporary', 'fiction', 'chick-lit']"
1653,"['fantasy', 'paranormal', 'romance', 'fiction']"
1654,"['fantasy', 'fiction', 'mystery', 'paranormal']"
1655,"['fiction', 'chick-lit', 'contemporary', 'romance']"
1656,"['nonfiction', 'memoir', 'biography', 'classics']"
1657,"['fiction', 'classics', 'contemporary', 'philosophy']"
1658,"['romance', 'contemporary', 'chick-lit', 'fiction']"
1659,"['science-fiction', 'fiction', 'classics', 'horror', 'fantasy']"
1660,"['fiction', 'historical-fiction', 'crime']"
1661,"['fiction', 'contemporary']"
1662,"['fiction', 'fantasy', 'classics', 'young-adult']"
1663,"['fiction', 'fantasy', 'philosophy', 'romance', 'spirituality', 'contemporary']"
1664,"['classics', 'nonfiction', 'philosophy']"
1665,"['fantasy', 'fiction', 'romance']"
1666,"['poetry', 'classics', 'fiction', 'romance']"
1667,"['young-adult', 'romance', 'contemporary', 'fiction', 'chick-lit']"
1668,"['fantasy', 'young-adult', 'fiction', 'romance']"
1669,"['young-adult', 'contemporary', 'romance', 'fiction', 'travel', 'chick-lit']"
1670,"['nonfiction', 'memoir', 'christian', 'biography', 'religion']"
1671,"['fantasy', 'young-adult', 'romance', 'fiction']"
1672,"['nonfiction', 'biography', 'memoir', 'science', 'history']"
1673,"['romance', 'contemporary', 'fiction']"
1674,"['fantasy', 'fiction', 'young-adult', 'science-fiction']"
1675,"['fiction', 'contemporary', 'historical-fiction']"
1676,"['fiction', 'science-fiction', 'classics', 'fantasy']"
1677,"['fiction', 'science-fiction', 'thriller', 'mystery', 'suspense']"
